cons1,cons2,cons3,cons4,cons5,cons6,cons7,cons8,cons9,cons10,cons11,cons12,label
0.134,2.937,0.835,0.06,0.243,0.098,0.038,0.003,0.004,0.007,0.002,0.001,0
-0.303,2.054,0.919,0.11,0.939,0.194,0.061,0,0.001,0.004,0,0,0
0.068,2.219,1.013,0.241,0.831,0.362,0.169,0.006,0.006,0.013,0.002,0.002,0
0.104,2.941,0.863,0.206,0.872,0.34,0.128,0.009,0.013,0.024,0.007,0.005,0
-0.008,2.833,0.758,0.161,0.914,0.302,0.087,0.001,0.002,0.01,0.001,0,0
0.118,2.05,0.616,0.094,0.926,0.192,0.074,0,0.001,0.004,0,0,0
0.078,2.595,0.855,0.214,0.887,0.323,0.116,0.007,0.012,0.019,0.005,0.003,0
0.076,2.941,0.838,0.028,0.124,0.049,0.017,0.001,0.002,0.003,0.001,0.001,0
-0.045,2.446,0.796,0.133,0.906,0.313,0.094,0.006,0.008,0.016,0.004,0.002,0
-0.016,1.391,0.684,0.218,0.94,0.331,0.06,0.004,0.01,0.017,0.003,0.002,0
0.028,2.807,0.865,0.179,0.904,0.349,0.097,0.008,0.012,0.022,0.005,0.003,0
0.025,2.765,0.839,0.193,0.875,0.323,0.125,0.004,0.007,0.014,0.003,0.002,0
-0.031,2.652,0.895,0.18,0.89,0.292,0.11,0.004,0.007,0.014,0.002,0.001,0
0.823,2.821,1.102,0.545,0.571,0.666,0.43,0.042,0.063,0.092,0.032,0.024,0
0.005,0.694,0.443,0.002,1,0.041,0,0.001,0.002,0.003,0,0,0
-0.043,2.348,0.737,0.116,0.937,0.257,0.063,0.002,0.003,0.009,0.001,0,0
0.069,2.882,0.744,0.137,0.915,0.234,0.085,0.006,0.008,0.014,0.004,0.003,0
0.031,2.582,0.783,0.16,0.9,0.312,0.101,0.004,0.006,0.014,0.002,0.001,0
0.037,2.88,0.775,0.163,0.885,0.298,0.115,0.003,0.006,0.011,0.002,0.001,0
0.515,2.941,1.057,0.381,0.693,0.531,0.307,0.038,0.051,0.073,0.03,0.025,0
0.312,2.835,0.953,0.307,0.791,0.439,0.209,0.019,0.027,0.041,0.015,0.01,0
-0.05,2.726,1.008,0.194,0.862,0.285,0.138,0.008,0.011,0.018,0.006,0.005,0
-0.003,2.752,0.735,0.107,0.936,0.251,0.064,0.001,0.003,0.008,0,0,0
0.122,1.626,0.714,0.22,0.817,0.312,0.183,0.004,0.01,0.015,0.004,0.002,0
-0.088,2.234,0.851,0.152,0.892,0.282,0.108,0.002,0.004,0.01,0.001,0.001,0
0.116,2.46,1.003,0.251,0.837,0.356,0.163,0.012,0.017,0.031,0.008,0.006,0
0.174,2.873,0.903,0.238,0.838,0.372,0.162,0.013,0.019,0.029,0.01,0.007,0
-0.085,2.571,0.86,0.161,0.9,0.26,0.1,0.002,0.003,0.007,0.002,0.001,0
0.003,2.08,0.711,0.006,0.071,0.024,0.003,0,0.001,0.001,0,0,0
0.042,1.465,0.7,0.196,0.85,0.247,0.15,0.001,0.002,0.008,0.001,0,0
-0.094,2.514,0.735,0.125,0.959,0.267,0.041,0.003,0.006,0.013,0.002,0.001,0
-0.011,2.323,0.835,0.172,0.909,0.282,0.091,0.002,0.003,0.008,0.001,0.001,0
0.044,1.283,0.498,0.028,0.975,0.373,0.025,0.02,0.03,0.049,0.015,0.011,0
0.115,1.869,0.712,0.198,0.819,0.294,0.181,0.002,0.006,0.013,0.001,0.001,0
0.209,2.613,0.829,0.239,0.848,0.37,0.154,0.011,0.022,0.028,0.01,0.005,0
0.29,2.941,1.001,0.298,0.772,0.443,0.228,0.026,0.034,0.052,0.018,0.014,0
0.041,2.635,0.685,0.063,0.482,0.174,0.032,0.004,0.007,0.013,0.002,0.001,0
0.113,2.64,0.836,0.207,0.872,0.328,0.128,0.002,0.005,0.013,0.001,0.001,0
0.022,2.826,0.816,0.173,0.902,0.306,0.098,0.004,0.007,0.014,0.003,0.002,0
0.103,2.894,0.951,0.213,0.853,0.351,0.147,0.011,0.015,0.026,0.008,0.006,0
-0.013,1.495,0.694,0.079,0.922,0.435,0.078,0.014,0.026,0.041,0.003,0.003,0
-0.094,2.198,1.034,0.186,0.889,0.29,0.111,0.003,0.003,0.013,0.003,0,0
-0.001,1.893,0.735,0.203,0.942,0.341,0.058,0.005,0.009,0.018,0.003,0.002,0
-0.113,2.595,1.102,0.185,0.866,0.296,0.134,0.005,0.009,0.02,0.004,0.004,0
-0.217,2.202,0.839,0.14,0.936,0.228,0.072,0.001,0.001,0.003,0.001,0,0
0.032,2.571,0.684,0.118,0.939,0.309,0.061,0.006,0.011,0.02,0.004,0.002,0
0.105,1.31,0.601,0.212,0.937,0.289,0.063,0.003,0.008,0.014,0.003,0.001,0
-0.03,2.533,0.713,0.142,0.952,0.341,0.048,0.007,0.011,0.021,0.004,0.002,0
0.055,2.74,0.688,0.116,0.942,0.361,0.058,0.009,0.016,0.029,0.005,0.004,0
-0.169,2.404,1.02,0.174,0.886,0.276,0.114,0.003,0.006,0.013,0.002,0.001,0
0.101,2.25,0.653,0.146,0.901,0.327,0.099,0.004,0.007,0.017,0.003,0.002,0
-0.193,2.433,0.884,0.121,0.925,0.28,0.075,0.004,0.007,0.012,0.003,0.002,0
-0.058,1.894,0.877,0.162,0.881,0.279,0.119,0,0.003,0.008,0,0,0
-0.042,0.283,0.585,0,0.555,0,0,0,0,0,0,0,0
0.034,0.132,0.387,0,1,0,0,0,0,0,0,0,0
0.018,2.805,0.886,0.191,0.884,0.315,0.116,0.005,0.01,0.017,0.004,0.003,0
0.074,2.894,0.792,0.183,0.891,0.307,0.109,0.004,0.008,0.016,0.002,0.001,0
-0.011,2.586,1.067,0.213,0.85,0.302,0.151,0.012,0.016,0.024,0.01,0.009,0
-0.087,1.024,0.754,0.247,0.926,0.282,0.074,0.002,0.004,0.013,0.001,0,0
-0.126,2.464,0.951,0.226,0.892,0.287,0.11,0.007,0.009,0.015,0.003,0.002,0
0.179,2.713,0.816,0.231,0.856,0.372,0.145,0.008,0.014,0.023,0.006,0.003,0
-0.032,1.994,0.755,0.115,0.916,0.284,0.084,0.003,0.008,0.015,0.001,0.001,0
-0.022,2.739,0.898,0.184,0.893,0.31,0.108,0.007,0.011,0.019,0.004,0.003,0
0.05,2.614,0.817,0.174,0.893,0.301,0.107,0.006,0.008,0.016,0.004,0.004,0
-0.096,1.831,0.838,0.152,0.902,0.262,0.098,0.005,0.007,0.012,0.002,0.002,0
0.079,2.242,0.803,0.179,0.869,0.328,0.131,0.001,0.003,0.013,0.001,0,0
0.016,2.941,0.808,0.142,0.915,0.336,0.085,0.007,0.012,0.019,0.004,0.003,0
0.098,2.768,0.595,0.047,0.438,0.087,0.029,0.001,0.002,0.005,0.001,0,0
0.6,2.572,0.898,0.465,0.709,0.583,0.294,0.032,0.044,0.068,0.021,0.013,0
-0.05,2.176,0.755,0.156,0.897,0.268,0.104,0.001,0.002,0.006,0.001,0,0
-0.461,0.064,0.963,0,0.155,0,0,0,0,0,0,0,0
0.023,1.618,0.663,0.109,0.583,0.143,0.069,0.001,0.003,0.005,0.001,0,0
-0.047,0.471,0.567,0,0.066,0.043,0,0.003,0.004,0.006,0.002,0.001,0
0.065,2.808,0.675,0.104,0.929,0.249,0.071,0.004,0.007,0.012,0.003,0.002,0
0.027,2.194,0.762,0.147,0.902,0.356,0.098,0.003,0.007,0.018,0.001,0.001,0
-0.021,2.878,0.752,0.059,0.417,0.121,0.036,0.001,0.003,0.006,0.001,0,0
-0.037,2.399,0.788,0.124,0.934,0.336,0.066,0.002,0.003,0.014,0.001,0.001,0
0.063,2.534,1.096,0.25,0.817,0.342,0.183,0.011,0.019,0.029,0.008,0.005,0
-0.189,2.6,0.974,0.069,0.456,0.102,0.045,0.003,0.004,0.006,0.002,0.001,0
-0.085,0.3,0.674,0,1,0.079,0,0,0,0.003,0,0,0
0.04,2.816,0.702,0.101,0.822,0.246,0.064,0.004,0.007,0.013,0.002,0.001,0
-0.075,0.772,0.666,0.124,1,0.451,0,0.01,0.021,0.035,0.007,0.004,0
-0.089,2.575,0.785,0.04,0.254,0.072,0.021,0,0.001,0.003,0,0,0
0.436,2.578,0.925,0.381,0.766,0.514,0.234,0.026,0.041,0.062,0.021,0.017,0
-0.014,1.537,0.736,0.222,0.9,0.299,0.107,0.001,0.003,0.01,0.001,0.001,0
0.047,2.689,0.877,0.218,0.879,0.308,0.121,0.007,0.017,0.024,0,0,0
-0.149,0.876,0.799,0.211,1,0.351,0,0.002,0.004,0.011,0.002,0,0
0.132,2.941,0.992,0.233,0.834,0.368,0.166,0.016,0.022,0.033,0.013,0.01,0
-0.007,1.769,0.693,0.104,0.912,0.295,0.088,0.001,0.002,0.005,0.001,0,0
-0.239,0.064,0.78,0,0.015,0,0,0,0,0,0,0,0
-0.019,2.094,0.705,0.083,0.94,0.292,0.06,0.008,0.014,0.025,0.005,0.004,0
0.018,0.17,0.407,0,0.175,0,0,0,0,0,0,0,0
-0.127,1.995,0.81,0.098,0.931,0.326,0.069,0.007,0.011,0.018,0.003,0.001,0
0.169,2.941,0.881,0.198,0.675,0.302,0.123,0.007,0.011,0.019,0.004,0.003,0
0.067,2.937,0.881,0.193,0.865,0.322,0.135,0.008,0.013,0.021,0.006,0.004,0
-0.167,0.193,0.679,0,1,0,0,0,0,0,0,0,0
1.113,2.431,1.002,0.657,0.422,0.737,0.578,0.082,0.104,0.143,0.068,0.06,0
0.13,2.696,0.905,0.23,0.853,0.336,0.147,0.01,0.016,0.025,0.007,0.006,0
-0.235,1.45,0.88,0.18,0.929,0.24,0.071,0,0.001,0.006,0,0,0
0.15,2.676,0.906,0.245,0.847,0.361,0.153,0.012,0.017,0.028,0.009,0.007,0
-0.03,0.412,0.435,0,0.002,0.001,0,0,0,0,0,0,0
-0.213,2.542,0.938,0.138,0.904,0.225,0.096,0.003,0.005,0.008,0.002,0.002,0
-0.005,2.831,0.707,0.082,0.947,0.201,0.053,0.004,0.006,0.011,0.002,0.002,0
0.011,2.822,0.712,0.047,0.374,0.1,0.023,0.002,0.003,0.006,0.001,0.001,0
0.047,1.135,0.692,0.297,0.937,0.323,0.063,0.003,0.006,0.015,0.001,0,0
-0.01,2.74,0.752,0.141,0.923,0.31,0.078,0.005,0.008,0.016,0.003,0.002,0
0.187,2.516,0.852,0.268,0.81,0.39,0.19,0.012,0.018,0.03,0.008,0.006,0
0.048,1.564,0.81,0.197,0.803,0.293,0.197,0,0.003,0.005,0,0,0
0.059,1.428,0.68,0.007,0.025,0.008,0.006,0,0,0,0,0,0
-0.149,2.508,0.847,0.147,0.929,0.24,0.071,0.001,0.001,0.003,0.001,0,0
0.092,2.495,0.866,0.215,0.858,0.329,0.143,0.007,0.011,0.021,0.006,0.005,0
-0.094,1.491,0.762,0.163,0.91,0.263,0.09,0.001,0.002,0.007,0.001,0.001,0
0.769,2.489,0.998,0.51,0.626,0.632,0.374,0.032,0.054,0.092,0.028,0.024,0
0.029,2.496,0.795,0.177,0.894,0.33,0.107,0.003,0.007,0.013,0.001,0,0
0.006,2.643,0.765,0.15,0.922,0.313,0.079,0.003,0.007,0.015,0.002,0.002,0
-0.029,0.531,0.482,0,0.047,0.006,0,0,0,0.001,0,0,0
-0.012,2.72,0.708,0.091,0.946,0.246,0.054,0.004,0.006,0.013,0.002,0.001,0
-0.156,2.059,0.905,0.141,0.92,0.266,0.08,0.001,0.002,0.005,0.001,0,0
0.153,2.655,0.956,0.237,0.845,0.359,0.155,0.018,0.024,0.038,0.014,0.012,0
-0.028,0.559,0.645,0,1,0.48,0,0.019,0.031,0.054,0.012,0.006,0
-0.17,2.367,0.817,0.134,0.935,0.236,0.065,0,0,0.007,0,0,0
0.006,1.976,0.726,0.024,0.135,0.043,0.019,0,0,0.001,0,0,0
0.074,0.563,0.378,0,1,0.103,0,0.01,0.012,0.017,0.007,0.005,0
-0.009,2.345,0.753,0.114,0.933,0.232,0.067,0.002,0.006,0.01,0.001,0.001,0
0.019,2.332,0.783,0.011,0.082,0.021,0.008,0,0.001,0.001,0,0,0
0.004,1.646,0.688,0.134,0.91,0.278,0.09,0.006,0.01,0.018,0.004,0.002,0
-0.016,1.879,0.82,0.156,0.886,0.312,0.114,0.002,0.007,0.012,0,0,0
0.036,2.348,0.766,0.178,0.904,0.325,0.096,0.003,0.007,0.013,0.001,0,0
0.169,2.885,0.898,0.21,0.859,0.438,0.141,0.018,0.029,0.045,0.013,0.008,0
0.087,2.937,0.653,0.046,0.434,0.096,0.033,0.002,0.004,0.006,0.001,0.001,0
-0.033,2.281,0.678,0.12,0.942,0.248,0.058,0.003,0.006,0.012,0.002,0.001,0
0.368,2.363,1.016,0.359,0.727,0.491,0.273,0.03,0.04,0.058,0.021,0.018,0
0.02,2.471,0.724,0.155,0.928,0.234,0.072,0.001,0.002,0.006,0,0,0
0.044,2.781,0.651,0.068,0.596,0.12,0.04,0.001,0.002,0.005,0.001,0,0
-0.219,1.507,0.896,0.141,0.873,0.18,0.127,0,0,0,0,0,0
0.097,2.906,0.904,0.211,0.857,0.361,0.143,0.011,0.016,0.027,0.008,0.007,0
-0.034,2.863,0.786,0.14,0.916,0.277,0.084,0.003,0.005,0.011,0.001,0.001,0
0.833,2.719,1.072,0.546,0.565,0.648,0.436,0.057,0.081,0.107,0.047,0.037,0
0.095,2.873,0.817,0.193,0.882,0.33,0.118,0.006,0.01,0.017,0.004,0.003,0
0.012,2.431,0.775,0.087,0.516,0.165,0.059,0.001,0.003,0.007,0.001,0,0
0.088,0.793,0.671,0.392,1,0.479,0,0.011,0.02,0.036,0.006,0.004,0
0.248,2.941,0.939,0.247,0.831,0.41,0.169,0.014,0.022,0.035,0.012,0.009,0
0.234,2.351,1.028,0.296,0.789,0.407,0.212,0.018,0.029,0.04,0.013,0.01,0
-0.016,2.005,0.757,0.191,0.851,0.257,0.149,0.001,0.003,0.004,0.001,0,0
-0.119,0.301,0.705,0,0.107,0.01,0,0,0,0,0,0,0
0.13,2.894,0.772,0.19,0.89,0.362,0.11,0.007,0.012,0.022,0.005,0.003,0
-0.004,2.769,0.915,0.199,0.884,0.329,0.116,0.005,0.01,0.019,0.004,0.002,0
0.658,2.556,0.927,0.495,0.678,0.603,0.327,0.037,0.061,0.089,0.028,0.023,0
-0.008,2.885,0.783,0.138,0.915,0.255,0.085,0.004,0.006,0.011,0.003,0.002,0
-0.023,2.828,0.733,0.097,0.65,0.187,0.055,0.002,0.004,0.008,0.001,0.001,0
0.061,2.102,0.751,0.149,0.921,0.442,0.079,0.012,0.018,0.033,0.006,0.005,0
0.02,2.814,0.733,0.13,0.924,0.307,0.076,0.004,0.007,0.017,0.002,0.002,0
0.006,0.709,0.66,0.018,1,0.553,0,0.018,0.028,0.053,0.009,0.006,0
0.141,2.885,0.877,0.214,0.861,0.374,0.139,0.011,0.016,0.022,0.006,0.003,0
0.1,2.937,0.848,0.116,0.469,0.192,0.072,0.005,0.007,0.013,0.003,0.002,0
-0.054,2.629,0.819,0.173,0.9,0.281,0.1,0.003,0.005,0.011,0.002,0.002,0
-0.031,2.433,0.786,0.171,0.916,0.289,0.084,0.004,0.007,0.016,0.002,0.001,0
0.088,2.383,0.695,0.136,0.933,0.342,0.067,0.003,0.006,0.015,0.001,0.001,0
-0.133,2.586,0.989,0.152,0.888,0.282,0.112,0.007,0.009,0.014,0.005,0.004,0
0.12,2.824,0.913,0.214,0.866,0.364,0.134,0.013,0.018,0.03,0.01,0.007,0
-0.036,2.648,0.906,0.173,0.891,0.281,0.109,0.003,0.007,0.012,0.001,0.001,0
0.147,2.941,0.927,0.212,0.86,0.357,0.14,0.013,0.018,0.03,0.01,0.008,0
0.005,2.688,0.876,0.103,0.572,0.223,0.064,0.006,0.009,0.016,0.004,0.003,0
-0.092,2.356,0.788,0.157,0.909,0.25,0.091,0.003,0.005,0.011,0.002,0.001,0
0.475,2.752,0.89,0.347,0.729,0.54,0.271,0.019,0.034,0.049,0.015,0.013,0
-0.332,2.175,0.923,0.124,0.959,0.23,0.041,0.002,0.003,0.01,0.001,0.001,0
0.036,0.906,0.401,0.005,0.998,0.016,0.002,0.001,0.001,0.001,0,0,0
-0.003,0.706,0.394,0.001,0.465,0.009,0,0,0,0.001,0,0,0
-0.059,2.409,0.846,0.165,0.913,0.263,0.088,0.001,0.003,0.006,0.001,0,0
-0.06,1.943,0.715,0.167,0.902,0.247,0.098,0.001,0.002,0.006,0.001,0,0
0.039,0.455,0.377,0,1,0.145,0,0.007,0.011,0.02,0.004,0.002,0
0.043,2.694,0.637,0.104,0.942,0.215,0.058,0.003,0.005,0.011,0.001,0.001,0
-0.066,2.593,0.917,0.161,0.892,0.284,0.108,0.003,0.003,0.009,0.003,0.002,0
0.088,1.383,0.751,0.309,0.857,0.33,0.143,0.002,0.006,0.015,0.002,0.001,0
0.12,2.937,0.757,0.2,0.903,0.355,0.098,0.006,0.01,0.019,0.004,0.002,0
0.004,2.522,0.928,0.22,0.895,0.291,0.105,0.011,0.013,0.021,0.009,0.008,0
-0.018,0.585,0.524,0,0.929,0.071,0,0.003,0.005,0.008,0.002,0.001,0
0.593,2.791,0.902,0.424,0.675,0.603,0.325,0.028,0.05,0.072,0.022,0.011,0
0.264,2.757,0.954,0.287,0.823,0.397,0.177,0.019,0.029,0.04,0.014,0.012,0
-0.033,2.002,0.74,0.139,0.882,0.241,0.118,0.001,0.002,0.004,0.001,0,0
-0.088,2.492,0.76,0.107,0.944,0.225,0.056,0,0.004,0.004,0,0,0
-0.005,1.301,0.654,0.206,0.958,0.265,0.042,0.003,0.005,0.012,0.001,0.001,0
-0.079,2.523,0.8,0.142,0.933,0.263,0.068,0.001,0.003,0.008,0,0,0
0.045,1.951,0.493,0.036,0.69,0.111,0.021,0.003,0.004,0.008,0.002,0.001,0
0.342,2.731,0.879,0.293,0.78,0.456,0.222,0.016,0.023,0.037,0.01,0.007,0
-0.168,1.655,0.85,0.187,0.906,0.261,0.094,0,0.002,0.007,0,0,0
0.016,2.89,0.744,0.153,0.911,0.289,0.089,0.004,0.007,0.014,0.002,0.001,0
0.107,0.149,0.218,0,0.133,0,0,0,0,0,0,0,0
0.061,2.111,0.752,0.15,0.92,0.358,0.08,0.005,0.015,0.02,0,0,0
-0.048,1.639,0.585,0.004,0.998,0.07,0.002,0.001,0.003,0.006,0.001,0,0
-0.108,1.007,0.7,0.075,0.997,0.388,0.003,0.009,0.013,0.028,0.005,0.003,0
-0.212,2.168,0.808,0.135,0.93,0.197,0.07,0,0,0,0,0,0
-0.041,2.417,0.762,0.165,0.922,0.277,0.079,0,0.001,0.004,0,0,0
-0.085,2.624,0.839,0.164,0.891,0.261,0.109,0.001,0.002,0.006,0.001,0.001,0
0.117,2.941,0.747,0.147,0.904,0.269,0.096,0.006,0.01,0.018,0.004,0.003,0
0.106,2.821,0.802,0.172,0.888,0.39,0.112,0.011,0.016,0.027,0.008,0.005,0
0.05,2.588,0.822,0.195,0.895,0.316,0.105,0.002,0.005,0.011,0.002,0.001,0
-0.003,2.527,0.742,0.138,0.922,0.306,0.078,0.001,0.002,0.008,0,0,0
-0.04,2.671,0.795,0.146,0.923,0.268,0.077,0.003,0.006,0.011,0.003,0.002,0
0.143,2.763,0.844,0.234,0.848,0.358,0.153,0.008,0.013,0.026,0.003,0.003,0
0.031,1.389,0.57,0.05,0.968,0.212,0.032,0.002,0.004,0.009,0.001,0.001,0
0.092,1.883,0.879,0.21,0.81,0.359,0.19,0.012,0.017,0.024,0.009,0.005,0
-0.2,2.684,0.849,0.105,0.932,0.206,0.068,0.001,0.003,0.005,0.001,0,0
0.444,2.941,1.236,0.342,0.704,0.491,0.296,0.041,0.053,0.072,0.032,0.026,0
-0.007,1.889,0.707,0.129,0.911,0.256,0.089,0.002,0.002,0.008,0,0,0
0.17,2.532,0.746,0.199,0.908,0.436,0.096,0.009,0.015,0.032,0.006,0.005,0
-0.027,2.494,0.81,0.137,0.93,0.296,0.07,0.004,0.005,0.014,0.002,0.001,0
-0.014,2.567,0.799,0.158,0.894,0.306,0.106,0.003,0.006,0.013,0.002,0.001,0
-0.01,2.736,0.968,0.18,0.872,0.302,0.128,0.01,0.013,0.022,0.007,0.005,0
-0.15,2.541,0.947,0.225,0.947,0.358,0.053,0.006,0.009,0.022,0.004,0.003,0
0.018,2.755,0.928,0.189,0.886,0.342,0.114,0.008,0.014,0.022,0.005,0.003,0
-0.185,2.48,0.825,0.036,0.273,0.073,0.019,0,0.001,0.002,0,0,0
0.074,2.89,0.696,0.147,0.925,0.297,0.075,0.005,0.009,0.016,0.003,0.002,0
-0.212,1.096,0.808,0.139,0.964,0.273,0.041,0.003,0.005,0.01,0,0,0
0.062,2.306,0.789,0.186,0.909,0.353,0.091,0.002,0.006,0.014,0,0,0
-0.03,2.113,0.563,0.048,0.972,0.095,0.028,0,0,0.002,0,0,0
-0.062,1.931,0.907,0.168,0.879,0.297,0.121,0.002,0.003,0.007,0.002,0.001,0
0.044,1.655,0.548,0.037,0.718,0.091,0.027,0,0,0.002,0,0,0
0.009,2.682,0.78,0.049,0.281,0.101,0.024,0.002,0.004,0.007,0.001,0.001,0
0.006,2.932,0.783,0.148,0.915,0.296,0.085,0.006,0.009,0.017,0.004,0.003,0
-0.197,2.057,0.872,0.119,0.912,0.241,0.088,0.001,0.001,0.005,0.001,0.001,0
0.022,2.563,0.627,0.045,0.471,0.102,0.024,0.002,0.003,0.005,0.001,0.001,0
0.342,2.378,1.128,0.373,0.726,0.443,0.274,0.022,0.031,0.052,0.019,0.015,0
-0.043,2.343,0.771,0.145,0.911,0.279,0.089,0.002,0.003,0.008,0,0,0
-0.026,1.71,0.702,0.143,0.929,0.287,0.071,0.002,0.005,0.009,0.001,0.001,0
-0.1,1.027,0.772,0.247,0.992,0.402,0.008,0.003,0.011,0.02,0,0,0
-0.027,0.98,0.57,0.045,0.811,0.077,0.006,0.001,0.002,0.005,0.001,0,0
0.032,2.88,0.763,0.17,0.89,0.312,0.111,0.003,0.006,0.013,0.001,0.001,0
0.091,2.941,0.749,0.088,0.605,0.191,0.049,0.005,0.009,0.014,0.003,0.003,0
-0.18,2.03,0.786,0.089,0.951,0.217,0.049,0,0.007,0.01,0,0,0
-0.039,1.455,0.674,0.093,0.916,0.131,0.084,0.001,0.002,0.004,0.001,0.001,0
0.075,0.633,0.623,0.077,1,0.522,0,0.021,0.028,0.042,0.012,0.007,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.719,2.941,1.181,0.47,0.621,0.613,0.379,0.046,0.062,0.09,0.036,0.029,0
0.106,2.719,0.827,0.213,0.878,0.352,0.122,0.003,0.007,0.014,0.001,0,0
-0.05,2.49,0.778,0.133,0.893,0.252,0.107,0.001,0.003,0.007,0,0,0
0.094,2.563,1.027,0.243,0.833,0.34,0.167,0.011,0.016,0.024,0.008,0.007,0
-0.076,1.013,0.602,0.019,1,0.048,0,0,0.001,0.002,0,0,0
-0.019,2.644,0.845,0.172,0.912,0.362,0.088,0.01,0.015,0.025,0.007,0.005,0
0.109,2.721,0.9,0.234,0.856,0.356,0.144,0.014,0.019,0.028,0.01,0.008,0
0.022,2.937,0.822,0.087,0.49,0.168,0.054,0.003,0.005,0.009,0.002,0.001,0
0.27,2.861,1.05,0.284,0.795,0.419,0.205,0.019,0.03,0.042,0.015,0.011,0
-0.059,2.746,0.889,0.168,0.898,0.28,0.102,0.004,0.008,0.014,0.003,0.003,0
-0.207,1.605,0.912,0.186,0.887,0.242,0.113,0,0.002,0.002,0,0,0
-0.109,2.37,0.944,0.179,0.905,0.288,0.095,0.001,0.005,0.009,0,0,0
-0.054,2.372,0.72,0.143,0.924,0.215,0.076,0.001,0.003,0.007,0.001,0,0
0.018,2.14,0.813,0.18,0.913,0.312,0.087,0.003,0.004,0.01,0.002,0.001,0
0.064,2.745,0.81,0.2,0.885,0.323,0.116,0.005,0.007,0.016,0.003,0.002,0
0.029,1.655,0.694,0.163,0.792,0.272,0.116,0.004,0.007,0.013,0.003,0.001,0
-0.008,1.063,0.679,0.18,0.985,0.432,0.015,0.01,0.016,0.034,0.005,0.003,0
-0.063,0.429,0.526,0,0.001,0,0,0,0,0,0,0,0
0.062,2.584,0.588,0.093,0.967,0.191,0.033,0.005,0.009,0.016,0.003,0.002,0
0,0.866,0.66,0.257,1,0.371,0,0.009,0.015,0.021,0.003,0.001,0
0.298,2.833,0.918,0.304,0.796,0.419,0.205,0.017,0.027,0.038,0.014,0.011,0
0.135,2.788,0.815,0.201,0.869,0.357,0.131,0.006,0.01,0.019,0.004,0.003,0
-0.359,2.205,0.919,0.094,0.938,0.173,0.062,0.001,0.002,0.005,0.001,0,0
-0.211,1.916,0.902,0.123,0.921,0.224,0.079,0,0.001,0.004,0,0,0
0.1,2.937,0.838,0.144,0.625,0.244,0.099,0.005,0.008,0.013,0.003,0.002,0
-0.055,1.658,0.737,0.135,0.956,0.404,0.044,0.01,0.019,0.033,0.005,0.002,0
-0.004,1.276,0.729,0.072,0.302,0.106,0.04,0.001,0.002,0.006,0,0,0
-0.092,2.532,0.834,0.124,0.933,0.251,0.067,0.002,0.008,0.012,0.001,0,0
0.008,2.861,0.751,0.133,0.929,0.279,0.071,0.006,0.01,0.017,0.004,0.003,0
-0.127,0.599,0.749,0,1,0.524,0,0.017,0.031,0.052,0.008,0.006,0
-0.028,2.381,0.661,0.012,0.12,0.025,0.007,0,0.001,0.001,0,0,0
0.055,2.614,0.747,0.189,0.896,0.325,0.104,0.003,0.006,0.013,0.002,0.001,0
0.019,1.741,0.683,0.116,0.921,0.25,0.079,0.004,0.008,0.015,0.002,0.001,0
0.104,1.406,0.533,0.108,0.939,0.382,0.061,0.018,0.028,0.046,0.014,0.01,0
0.019,2.735,0.716,0.152,0.915,0.259,0.085,0.004,0.007,0.013,0.002,0.001,0
0.038,2.802,0.885,0.178,0.89,0.314,0.11,0.009,0.013,0.022,0.007,0.005,0
-0.079,1.267,0.682,0.037,0.993,0.499,0.007,0.013,0.022,0.043,0.007,0.004,0
0.086,1.012,0.631,0.073,0.313,0.085,0.024,0.002,0.003,0.007,0.001,0.001,0
-0.315,1.851,0.977,0.123,0.927,0.213,0.073,0.001,0.003,0.006,0,0,0
0.049,2.793,0.73,0.034,0.246,0.07,0.021,0.001,0.002,0.004,0.001,0,0
-0.022,2.306,0.715,0.127,0.916,0.225,0.084,0.002,0.004,0.008,0.001,0,0
-0.071,2.605,0.871,0.158,0.88,0.272,0.12,0.004,0.006,0.012,0.003,0.001,0
-0.014,1.559,0.745,0.186,0.887,0.239,0.113,0.001,0.002,0.008,0.001,0,0
-0.171,1.183,0.8,0.195,0.927,0.294,0.073,0.004,0.005,0.009,0.001,0,0
-0.127,1.594,0.791,0.1,0.906,0.163,0.094,0,0.001,0.003,0,0,0
-0.015,1.369,0.622,0.087,0.962,0.167,0.038,0.002,0.004,0.007,0.001,0,0
0.058,2.941,0.921,0.201,0.865,0.328,0.135,0.01,0.014,0.022,0.007,0.005,0
-0.25,1.782,0.893,0.127,0.913,0.229,0.087,0.001,0.002,0.006,0,0,0
0.056,0.832,0.57,0.123,1,0.378,0,0.017,0.027,0.04,0.011,0.008,0
-0.048,0.181,0.568,0,1,0,0,0,0,0,0,0,0
0.024,0.132,0.412,0,1,0,0,0,0,0,0,0,0
-0.07,0.3,0.589,0,1,0.018,0,0,0,0,0,0,0
0.045,2.826,0.739,0.14,0.917,0.318,0.084,0.006,0.01,0.019,0.004,0.003,0
-0.168,2.788,1.011,0.161,0.9,0.274,0.1,0.004,0.005,0.011,0.002,0.001,0
-0.035,2.882,0.755,0.017,0.124,0.033,0.011,0,0.001,0.001,0,0,0
0.093,2.53,0.749,0.2,0.903,0.409,0.097,0.01,0.017,0.03,0.006,0.004,0
