alu1,alu2,alu3,alu4,alu5,class
0,0.000321,57,0.018316,0,1
0.000307,0.001379,150,0.011495,0.032414,1
0,0,189,0.866972,0.031963,1
0.000304,0.000203,318,0.032265,0,1
0,0.001034,525,0.542916,0,1
0,0,48,0.231884,0.024038,1
0.001135,0,39,0.011067,0,1
0,0.000148,117,0.017341,0.024155,1
0,0,699,0.998571,0,1
0.000344,0.000275,870,0.029896,0.015428,1
0,0,147,0.727723,0.054187,1
0.000059,0.000709,408,0.024096,0.014114,1
0,0,273,0.060897,0,1
0.000767,0.001534,132,0.033742,0,1
0,0,534,0.996269,0,1
0,0,312,0.562162,0,1
0.000113,0.000225,237,0.004451,0.02203,1
0,0,33,0.088,0.026596,1
0.000159,0.000249,162,0.003673,0.000952,1
0.000252,0.000252,63,0.015845,0,1
0.000551,0.000275,249,0.068576,0.043227,1
0.00016,0.00016,177,0.028334,0,1
0.00036,0.00036,186,0.033507,0,1
0.000085,0.00026,309,0.0011,0.000766,1
0,0,183,0.054611,0,1
0,0,246,0.675824,0,1
0,0,78,0.04875,0,1
0.000027,0.000548,129,0.003533,0,1
0,0.001493,417,0.622388,0.035768,1
0,0,192,0.112875,0.024089,1
0,0,288,0.837209,0.034783,1
0.000285,0.000285,81,0.02309,0.024508,1
0,0.00173,435,0.250865,0.037464,1
0,0,132,0.4125,0,1
0.000149,0.000198,72,0.001784,0.024202,1
0.000729,0.000911,246,0.044825,0.028967,1
0.000128,0.000288,7578,0.242675,0,1
0,0,30,0.011477,0,1
0,0,423,0.292127,0.033126,1
0,0,699,0.924603,0.001321,1
0.000598,0.000299,30,0.002992,0.025132,1
0,0,459,0.568773,0,1
0,0,261,0.779104,0,1
0.00033,0.00033,108,0.017828,0,1
0,0.000322,57,0.00611,0.023794,1
0.000209,0.000349,180,0.012558,0.022534,1
0,0.000282,105,0.009869,0.025846,1
0,0.001076,120,0.021513,0,1
0.000376,0.000376,111,0.020888,0.024083,1
0.000783,0.000174,132,0.011487,0.016707,1
0,0,135,0.465517,0,1
0.000826,0.00031,72,0.007433,0.025805,1
0.000227,0.000227,177,0.010063,0.023535,1
0,0.000449,207,0.092908,0.04576,1
0.000679,0.000392,36,0.00094,0.019347,1
0.00023,0.000263,141,0.004628,0,1
0,0,192,0.071776,0,1
0.000174,0.001917,942,0.164197,0.004183,1
0,0.000296,33,0.009772,0.01865,1
0,0.000171,234,0.039973,0,1
0,0,162,0.137521,0.021204,1
0.000896,0.001344,87,0.012991,0,1
0,0.000133,93,0.012367,0.015158,1
0,0.000778,228,0.177294,0.029526,1
0,0.000039,369,0.014269,0.02088,1
0,0,105,0.42,0,1
0,0,138,0.133076,0.029865,1
0,0,543,0.663004,0,1
0,0.000335,348,0.116583,0.021098,1
0.000938,0.000657,291,0.027309,0.01933,1
0,0,462,0.99569,0,1
0,0,198,0.429501,0,1
0,0.000848,441,0.374046,0,1
0,0,66,0.026046,0.025247,1
0.000584,0.000146,78,0.011394,0.004966,1
0,0,390,0.486284,0,1
0.000791,0.000659,54,0.003559,0,1
0,0.00048,924,0.221742,0.018714,1
0.000074,0.000148,384,0.028415,0.000592,1
0,0.000618,240,0.049444,0,1
0.000254,0.00033,93,0.002362,0.005359,1
0,0,132,0.060027,0,1
0,0,108,0.107143,0,1
0,0.000162,42,0.006825,0,1
0,0,381,0.489717,0,1
0,0,63,0.115596,0.027473,1
0.000718,0,135,0.096913,0,1
0,0,189,0.098437,0,1
0,0.000315,228,0.035877,0.017464,1
0,0,258,0.338583,0,1
0.000294,0.000393,78,0.007657,0,1
0,0,117,0.205624,0,1
0,0.000242,324,0.078374,0.033857,1
0,0.000346,477,0.164995,0.035961,1
0.000834,0.000644,414,0.005232,0.000013,1
0,0,372,0.106407,0,1
0,0.000242,186,0.022502,0.022499,1
0.000939,0.000352,213,0.025006,0,1
0,0.000436,366,0.079826,0,1
0.000098,0.000049,504,0.024795,0.01889,1
0,0,114,0.014345,0,1
0.000079,0.000395,183,0.004817,0.024452,1
0,0.000426,690,0.09797,0.046139,1
0.000297,0.000231,168,0.005547,0.027603,1
0.000106,0.000319,63,0.003347,0,1
0,0,141,0.071176,0.025227,1
0,0.000339,960,0.325093,0,1
0,0.000383,3144,0.400969,0,1
0,0,93,0.030928,0.011968,1
0,0,2127,0.999061,0.056808,1
0,0,213,0.233042,0.03388,1
0.000197,0.000197,213,0.04202,0.015582,1
0,0.003521,120,0.422535,0.042105,1
0,0,198,0.306502,0,1
0.000338,0,168,0.056776,0,1
0,0,189,0.082895,0.028496,1
0,0,141,0.048238,0,1
0.000506,0.000337,117,0.019727,0.012643,1
0.000527,0.000527,417,0.073299,0,1
0,0,105,0.037473,0.017481,1
0.00007,0.000185,50223,0.320214,0.013644,1
0,0,246,0.439286,0,1
0,0,60,0.040486,0,1
0,0,129,0.081905,0.025381,1
0.000667,0,384,0.256,0.023984,1
0.00037,0.000123,111,0.013694,0,1
0.000068,0.000068,315,0.021459,0,1
0.001735,0,135,0.117086,0,1
0.000113,0.000225,48,0.00541,0,1
0,0,105,0.094002,0.011628,1
0.000214,0.000214,84,0.018003,0,1
0.000509,0.000127,255,0.032426,0.0178,1
0,0.000445,201,0.089373,0,1
0,0,624,0.84097,0.043069,1
0.00043,0,258,0.111015,0.027097,1
0,0,372,0.718147,0,1
0.000751,0.00015,297,0.044628,0,1
0.000058,0.00105,189,0.003674,0.000175,1
0,0,288,1,0.065744,1
0.000401,0.000286,24,0.001373,0.01562,1
0,0.001077,384,0.137832,0.039828,1
0.000449,0.000718,210,0.018837,0.022782,1
0,0.000238,249,0.059385,0.01073,1
0,0,159,0.067174,0,1
0.000046,0.000486,126,0.001913,0.026581,1
0,0,195,0.144444,0.028868,1
0,0.000599,186,0.111444,0.035329,1
0,0.000283,270,0.076401,0,1
0,0,486,0.291192,0,1
0.000237,0.000237,162,0.03837,0,1
0,0,231,0.119627,0.017598,1
0.000466,0.000932,1701,0.396411,0,1
0,0,132,0.05355,0.021898,1
0,0,1407,0.560111,0,1
0.000086,0.000201,222,0.006379,0.035054,1
0.00012,0.0006,186,0.022326,0.015002,1
0,0,129,0.155609,0.021687,1
0.000227,0.000113,108,0.012235,0,1
0,0.000446,78,0.034759,0,1
0.000564,0.000282,60,0.016925,0.031303,1
0.000092,0.0004,498,0.002189,0.02448,1
0.000261,0,369,0.096395,0.023244,1
0.000083,0.000664,312,0.025909,0.007224,1
0.000044,0.000044,162,0.00708,0.025305,1
0.000073,0.000073,132,0.009578,0.021332,1
0,0,30,0.138889,0.009217,1
0.000265,0,285,0.037698,0.028964,1
0.000206,0.000206,126,0.02591,0.025905,1
0,0,93,0.274336,0,1
0.000215,0.000537,123,0.004404,0,1
0,0,60,0.060362,0,1
0,0,282,0.122715,0.021749,1
0.00023,0,405,0.093254,0,1
0.000245,0.000082,966,0.078831,0,1
0,0,210,0.063521,0.000302,1
0.000185,0.000369,27,0.004983,0.021591,1
0,0,75,0.104603,0.047354,1
0.000178,0.000356,216,0.038448,0.021,1
0,0.000399,111,0.044276,0.040271,1
0.000173,0.000778,129,0.003719,0.021361,1
0,0,735,0.200272,0.027785,1
0,0,240,0.264026,0.040659,1
0.000432,0.000822,300,0.006487,0,1
0,0.000193,243,0.00938,0.01899,1
0,0,285,0.528757,0,1
0.000777,0,255,0.066028,0,1
0,0,138,0.25603,0.027778,1
0.001499,0,192,0.143928,0,1
0.000197,0.000099,72,0.003546,0.021817,1
0.000281,0.000211,150,0.010543,0,1
0,0,21,0.091703,0.078261,1
0,0,144,0.01355,0.001694,1
0,0,123,0.087358,0,1
0,0,108,0.137405,0.040661,1
0.000432,0.000423,132,0.001163,0.026322,1
0,0,204,0.403162,0,1
0,0,423,0.995294,0,1
0.000676,0.000468,294,0.015278,0.02619,1
0,0,408,1,0.046455,1
0,0.000304,132,0.040158,0,1
0,0,93,0.227941,0,1
0,0.001976,795,0.785573,0,1
0,0.000216,204,0.02208,0,1
0.000116,0.000039,186,0.007212,0.017059,1
0,0,426,0.194876,0,1
0.000518,0.000518,195,0.100932,0.04449,1
0.001418,0,261,0.370213,0.032578,1
0.000732,0.000732,48,0.01171,0.000244,1
0.000225,0.000332,183,0.00217,0.000332,1
0,0,213,0.096555,0,1
0.00087,0.00116,99,0.028721,0,1
0.000958,0.000479,333,0.159483,0,1
0.000337,0,45,0.015152,0,1
0,0.000621,216,0.067102,0.018944,1
0,0,243,0.428571,0.042254,1
0,0.000365,201,0.036659,0.025711,1
0.000154,0.000309,246,0.037981,0.020685,1
0,0,672,0.31773,0,1
0.000333,0.00025,123,0.010241,0,1
0.000603,0.000301,717,0.108047,0.029833,1
0.0005,0.0001,180,0.017991,0,1
0,0,57,0.027443,0,1
0.00062,0,366,0.113524,0.026047,1
0.000158,0,237,0.037548,0.030889,1
0.000271,0,342,0.092532,0.009738,1
0.000305,0.001828,333,0.101463,0,1
0,0,429,0.759292,0,1
0.001125,0,90,0.020243,0.020013,1
0.001429,0.000238,45,0.010714,0.022138,1
0,0,291,0.140241,0,1
0.000644,0.000644,75,0.048325,0.052801,1
0,0,243,0.451673,0.046382,1
0,0.000312,630,0.196323,0,1
0,0.000418,84,0.017537,0.001044,1
0,0.000779,183,0.035624,0,1
0,0,276,0.112332,0,1
0.000142,0.000212,60,0.004247,0.028662,1
0,0,201,0.128352,0,1
0,0,303,0.193487,0,1
0,0.000597,366,0.109286,0,1
0,0,21,0.076087,0.617329,1
0,0,102,0.213389,0.05428,1
0,0.000954,198,0.062957,0.038144,1
0,0,72,0.035697,0,1
0,0.00157,42,0.065934,0.039185,1
0,0,165,0.206767,0.046308,1
0,0,120,0.024555,0.040507,1
0,0,366,0.232676,0.034307,1
0.000253,0.000542,966,0.03491,0.026308,1
0,0,399,0.178523,0.021467,1
0,0,258,0.093784,0,1
0.000259,0.000172,366,0.031554,0,1
0.000062,0.000371,312,0.019313,0.03132,1
0,0,147,0.036243,0,1
0,0.000167,111,0.009267,0.000083,1
0.000313,0,147,0.011517,0.002977,1
0,0,84,0.018229,0.021263,1
0.000037,0.000037,60,0.002226,0.000556,1
0.000216,0,96,0.020784,0.02316,1
0,0.000603,258,0.077828,0.038601,1
0,0,78,0.105834,0,1
0,0,225,0.173879,0,1
0.000141,0,219,0.030854,0,1
0,0,351,0.165488,0.037229,1
0.000191,0.00042,393,0.015019,0,1
0.000447,0,306,0.136668,0,1
0,0,171,0.042264,0,1
0.000279,0.000279,258,0.018026,0.000629,1
0,0,135,0.071466,0,1
0,0,213,0.15979,0.044978,1
0,0,219,0.412429,0.037594,1
0,0,213,0.605114,0.028329,1
0,0,81,0.124615,0,1
0.000973,0,9,0.002919,0,1
0,0.005831,81,0.039359,0,1
0,0.000876,189,0.082786,0.028459,1
0.000432,0.00072,438,0.021035,0.000048,1
0,0.000416,168,0.069884,0.024948,1
0.000237,0,195,0.046296,0.026347,1
0,0.001244,798,0.992537,0,1
0.000335,0.00251,129,0.02159,0.003012,1
0,0.000277,558,0.154613,0,1
0,0,159,0.625984,0,1
0.000212,0.000636,219,0.015473,0.019781,1
0.000211,0.000211,201,0.042369,0.021075,1
0.000351,0,57,0.010002,0.024737,1
0.000175,0.000583,24,0.001399,0.030663,1
0.00045,0,243,0.10941,0,1
0.000703,0.000192,213,0.013603,0.020499,1
0.000061,0.000369,123,0.007562,0.018012,1
0.000838,0,129,0.108131,0.000838,1
0,0,291,0.199588,0,1
0,0,108,0.502326,0,1
0,0.001121,189,0.211883,0.032475,1
0,0.001083,696,0.754063,0.019481,1
0,0.000069,165,0.011437,0,1
0,0,222,0.973684,0.034934,1
0.000105,0.000105,435,0.015262,0.022137,1
0.001138,0.001138,84,0.095563,0.030682,1
0.00006,0.00009,360,0.005414,0.022391,1
0.000071,0.0004,84,0.000989,0.020819,1
0,0.000612,249,0.07617,0,1
0,0,534,1,0.076636,1
0,0,306,0.066768,0,1
0.000087,0.000146,204,0.00297,0.000946,1
0.000192,0,435,0.083541,0.02477,1
0.000322,0.000322,135,0.043534,0.02579,1
0,0.00092,90,0.041379,0.03125,1
0,0.000702,141,0.049526,0.016503,1
0.000662,0.000662,261,0.034579,0.023447,1
0,0,600,0.643777,0,1
0.000609,0.003044,594,0.180822,0,1
0,0.000569,312,0.088737,0,1
0,0.000151,483,0.072994,0,1
0,0,129,0.109322,0.033023,1
0.000115,0,297,0.03428,0,1
0.000104,0.000418,714,0.074569,0.0283,1
0.000966,0,291,0.281159,0.027027,1
0,0.00021,849,0.089265,0,1
0.000176,0.000397,81,0.003573,0,1
0.000236,0.00063,477,0.018776,0.026608,1
0.001263,0.000842,348,0.146526,0,1
0.000281,0.00021,78,0.002735,0.015885,1
0,0,123,0.122754,0.031904,1
0,0,150,0.352113,0.030445,1
0.000357,0.000476,156,0.018558,0.020102,1
0.000216,0.00082,255,0.011,0,1
0,0,168,0.159696,0.02754,1
0.000891,0.001134,249,0.02017,0.026,1
0.000278,0.000278,24,0.006669,0,1
0.00066,0.00066,75,0.003298,0.018511,1
0,0,237,0.881041,0,1
0,0,216,0.158474,0,1
0.0004,0.000467,57,0.003799,0.023725,1
0,0,168,0.767123,0,1
0.000063,0.000569,45,0.002845,0,1
0.000208,0.000333,267,0.011124,0.019539,1
0.000377,0.000189,684,0.128959,0.02394,1
0,0,465,0.267088,0,1
0.000266,0,180,0.02392,0.026442,1
0.000544,0.000363,210,0.019037,0,1
0,0,81,0.034177,0,1
0.000946,0.000315,252,0.079495,0.02649,1
0.000399,0.000747,81,0.004036,0.000299,1
0,0.00014,78,0.005473,0.024839,1
0,0.000222,252,0.028031,0,1
0,0,204,0.4,0.013699,1
0.000517,0.000258,126,0.016281,0.021835,1
0.000226,0.000272,558,0.012631,0.000475,1
0,0,291,0.127688,0.059649,1
0,0.000504,93,0.046851,0,1
0,0.000656,183,0.040026,0,1
0,0,108,0.142857,0.035667,1
0.000213,0.000159,201,0.01068,0.000053,1
0.000196,0.000393,645,0.126644,0,1
0.000053,0.000587,330,0.008801,0.000053,1
0,0,531,0.99812,0.033771,1
0.000264,0.000176,333,0.014677,0,1
0,0,141,0.071104,0,1
0.000796,0,234,0.186158,0,1
0.000169,0.000085,123,0.005208,0,1
0,0.000319,180,0.057453,0.036056,1
0,0,753,0.370571,0,1
0,0,249,0.392126,0,1
0.000403,0.000605,249,0.050212,0.028629,1
0,0,264,0.095618,0,1
0,0,756,0.945,0.067416,1
0.002304,0,264,0.608295,0.016092,1
0.000309,0,57,0.008815,0,1
0.000072,0.000287,294,0.01056,0.018785,1
0,0.0007,381,0.266807,0,1
0.000303,0.000698,141,0.004277,0,1
0.000126,0,321,0.013534,0.019352,1
0,0,156,0.453488,0.046377,1
0,0,204,0.372943,0,1
0,0,483,0.844406,0,1
0.000455,0.000202,312,0.007879,0.026895,1
0,0,138,0.060686,0.026813,1
0,0,81,0.103846,0.023047,1
0.000247,0.000544,201,0.009946,0.027411,1
0,0,195,0.492424,0.09068,1
0.000262,0.000525,60,0.015744,0.006296,1
0,0,156,0.067915,0.012185,1
0.000224,0.001346,234,0.052513,0.033206,1
0.000566,0.000283,66,0.002336,0.018901,1
0.000119,0.000119,111,0.01317,0,1
0.000312,0.000497,612,0.008688,0.030054,1
0,0,660,0.995475,0.043675,1
0,0,258,0.207229,0.044141,1
0.000165,0.000165,156,0.025806,0,1
0,0,108,0.054353,0.022636,1
0,0,246,0.312183,0,1
0,0,501,0.660079,0.052632,1
0.000116,0.000272,102,0.000695,0,1
0,0.001077,72,0.007755,0,1
0.000658,0.000494,375,0.061688,0.021875,1
0.000088,0.000352,327,0.0016,0.000054,1
0.000152,0.000253,84,0.004258,0.014851,1
0.000264,0.000264,498,0.131398,0,1
0.000292,0.000438,201,0.029352,0.020441,1
0,0,225,0.096899,0.02712,1
0,0,432,0.152758,0,1
0.000232,0.000232,234,0.054229,0.026413,1
0.000255,0.000536,291,0.007425,0,1
0.000207,0.000124,192,0.007932,0.028586,1
0.000216,0.000216,75,0.002026,0.01783,1
0.000151,0.000151,2313,0.348448,0,1
0,0,2430,0.374942,0.021444,1
0,0,996,0.481858,0.073017,1
0,0,204,0.19559,0.043103,1
0.000202,0.000319,174,0.001131,0,1
0,0.002336,228,0.53271,0,1
0.000455,0.000759,438,0.066495,0.024742,1
0.000236,0.00034,657,0.009708,0.000015,1
0,0.00195,51,0.024866,0,1
0,0,54,0.090909,0.053782,1
0.000193,0.000234,276,0.001611,0.02056,1
0.000638,0,288,0.061264,0.001276,1
0.000124,0,207,0.025717,0,1
0.000084,0.000338,153,0.012916,0,1
0,0,312,0.218182,0,1
0,0.000919,1068,0.981618,0,1
0,0.000498,129,0.0214,0.034666,1
0,0,183,0.646643,0,1
0.001328,0.000415,423,0.035121,0.005064,1
0,0,69,0.017793,0.026553,1
0.00021,0.000525,219,0.022987,0,1
0,0,321,0.996894,0.040248,1
0,0,174,0.131222,0.020347,1
0,0,324,0.236324,0,1
0.000204,0.000408,114,0.011623,0.030788,1
0.001297,0.000486,393,0.063706,0,1
0,0,198,0.164725,0.045719,1
0.0001,0.000299,183,0.009122,0,1
0,0,189,0.095988,0,1
0,0.00012,252,0.030216,0.019902,1
0,0,411,0.995157,0,1
0,0.000403,69,0.013911,0.023987,1
0.00034,0.000453,309,0.017499,0.021802,1
0.000081,0.000161,480,0.019372,0.021389,1
0.000306,0.000509,27,0.002751,0.036064,1
0,0.000253,1305,0.330463,0.000759,1
0.000339,0,330,0.111826,0.038279,1
0.000526,0,189,0.024839,0.02339,1
0.000282,0.000174,75,0.001628,0,1
0.00033,0.00099,93,0.015352,0,1
0.000066,0.000066,93,0.006176,0.025832,1
0.000394,0.000197,15,0.001477,0.019492,1
0,0,1362,0.949129,0.043175,1
0,0,888,0.849761,0.001912,1
0.000552,0.000626,399,0.01469,0.022163,1
0.000085,0.000382,189,0.004008,0.003054,1
0,0.000282,186,0.052513,0.015806,1
0,0,261,0.74359,0,1
0.000896,0.000552,255,0.017584,0,1
0.000041,0.0003,894,0.005253,0.021819,1
0,0,198,0.199396,0,1
0.000203,0.000405,177,0.01794,0.018243,1
0.000289,0.000058,291,0.016809,0,1
0,0.000104,165,0.017186,0,1
0.000187,0.000062,210,0.013082,0.021054,1
0,0,96,0.34657,0.014388,1
0.000661,0,30,0.006605,0.028175,1
0,0,21,0.078947,0.022472,1
0,0,132,0.134969,0.039837,1
0.000122,0.000204,123,0.005009,0.017918,1
0.00061,0.000122,42,0.005127,0.019041,1
0,0,285,0.989583,0,1
0.000275,0.00022,66,0.003625,0.000055,1
0,0,39,0.116071,0.035608,1
0,0,174,0.081537,0.020141,1
0.000097,0.000315,93,0.002253,0.019231,1
0.000271,0.000507,282,0.009537,0.023775,1
0.000338,0.000338,261,0.044125,0.029412,1
0,0,354,0.536364,0,1
0,0,39,0.061905,0.033281,1
0.000217,0.000325,183,0.006605,0.017325,1
0,0,273,0.670762,0,1
0,0,228,0.802817,0,1
0.000133,0.000445,141,0.003136,0.027338,1
0,0,204,0.33887,0.038143,1
0,0,294,0.182609,0.003724,1
0,0,129,0.219015,0.042373,1
0.001013,0.00045,258,0.029031,0,1
0,0.000329,39,0.012812,0.020361,1
0,0,99,0.026946,0.020952,1
0.000199,0.000995,258,0.051354,0,1
0.000152,0.000152,657,0.099591,0.000303,1
0.00039,0.000098,156,0.015218,0,1
0.00015,0,99,0.014892,0.021206,1
0,0,27,0.120536,0,1
0.000198,0.000264,54,0.00178,0,1
0,0,153,0.032129,0.00021,1
0,0.000304,144,0.021921,0.029376,1
0,0.00026,42,0.010915,0,1
0.00128,0,126,0.161332,0,1
0.000069,0.000069,456,0.031321,0,1
0.000023,0.000324,189,0.004375,0.02199,1
0.000347,0.000397,102,0.005056,0.022005,1
0,0.000373,297,0.055379,0,1
0.000104,0.000414,180,0.018635,0.023913,1
0,0.000513,93,0.047741,0,1
0.000396,0,111,0.04396,0.030483,1
0.000175,0,117,0.010236,0,1
0.00018,0.0009,237,0.021319,0,1
0,0,84,0.345679,0,1
0.000675,0,243,0.054668,0,1
0,0.000145,123,0.017829,0.022899,1
0,0,15,0.06,0,1
0,0,303,0.986971,0.058442,1
0.00025,0.00025,381,0.031726,0,1
0,0,54,0.197802,0,1
0,0,564,0.164001,0.018314,1
0.000234,0,153,0.035773,0.020337,1
0.000355,0,72,0.012768,0.016667,1
0,0,252,0.996047,0,1
0.001334,0.000593,543,0.080456,0.000148,1
0,0,132,0.043985,0.039973,1
0,0,306,0.214286,0,1
0.000095,0.000095,270,0.008586,0.025311,1
0,0,291,0.502591,0,1
0,0,207,0.663462,0,1
0,0,645,0.961252,0.017857,1
0,0,186,0.584906,0.025078,1
0,0.001794,570,0.068157,0.049976,1
0.000077,0.000077,207,0.015957,0,1
0,0,42,0.0875,0.04158,1
0,0.001378,255,0.070287,0,1
0,0,168,0.724138,0,1
0,0,96,0.263014,0,1
0.000393,0.000524,171,0.022412,0.000131,1
0,0,78,0.096535,0.018541,1
0.000131,0.000262,72,0.003144,0.0307,1
0.000738,0,249,0.030612,0.024462,1
0,0,63,0.234201,0,1
0.000338,0,231,0.078093,0.096992,1
0.000982,0.000393,183,0.035939,0,1
0,0,192,0.032476,0.016574,1
0.0004,0.0002,45,0.009009,0.020817,1
0.000092,0.000595,246,0.011266,0.000046,1
0,0,363,0.179881,0.060426,1
0,0.001108,207,0.114681,0.033776,1
0,0.000191,63,0.012053,0.017406,1
0,0,198,0.199798,0.035282,1
0,0,177,0.093011,0,1
0,0.000393,129,0.050648,0.024725,1
0.000639,0.000479,72,0.011502,0.043124,1
0.000121,0.000484,1971,0.018337,0.000019,1
0.000139,0.000416,69,0.003192,0.015313,1
0.000144,0.000144,36,0.005193,0.026103,1
0,0.000682,33,0.011247,0.027257,1
0.000256,0,240,0.061538,0,1
0.000317,0.00038,306,0.004845,0.020141,1
0,0,300,0.168067,0.026876,1
0.000218,0.000408,138,0.003755,0,1
0,0,54,0.243243,0,1
0,0.000431,345,0.049576,0,1
0.000765,0.000765,102,0.077982,0,1
0.000113,0.000451,255,0.028749,0,1
0,0,135,0.572034,0.037975,1
0.000092,0.000211,153,0.001404,0.018963,1
0.000915,0.000305,45,0.01372,0,1
0.000199,0.000397,51,0.003375,0,1
0.000349,0,318,0.110956,0.032089,1
0.000577,0.000551,1212,0.031807,0,1
0,0,54,0.259615,0.076555,1
0.000295,0.000295,60,0.017725,0.019787,1
0.000281,0.000281,54,0.005059,0.038779,1
0.000568,0,261,0.148127,0,1
0,0,90,0.445545,0,1
0,0,186,0.525424,0.022535,1
0.000324,0.000486,84,0.006801,0,1
0.000407,0.000611,204,0.020774,0.026168,1
0.000121,0.000726,129,0.0156,0.028416,1
0.000303,0.00106,216,0.032722,0.029234,1
0,0,204,0.990291,0.05314,1
0.000301,0.000377,162,0.012205,0.000075,1
0,0,189,0.134711,0,1
0.00028,0.000178,597,0.0152,0.017593,1
0,0,294,0.948387,0,1
0,0,84,0.064319,0.045142,1
0,0.000379,198,0.025041,0,1
0,0.000311,90,0.009328,0.005182,1
0.000922,0.000768,303,0.046544,0,1
0,0,591,0.314696,0.036722,1
0.000466,0,69,0.032183,0,1
0,0.000549,249,0.068332,0,1
0,0,225,0.214695,0.030505,1
0,0.000198,96,0.019021,0,1
0,0,387,0.861915,0.06,1
0.000132,0.00044,138,0.006076,0.02065,1
0,0.000246,159,0.039163,0.018961,1
0,0,2295,0.83698,0,1
0.000295,0.000253,114,0.004807,0,1
0,0,21,0.04646,0,1
0.000165,0,318,0.05251,0.013868,1
0,0.000454,132,0.059864,0,1
0.000099,0,1026,0.101604,0,1
0,0,237,0.088006,0.057535,1
0,0.001149,189,0.217241,0,1
0,0,297,0.060662,0.038595,1
0.000744,0.000947,453,0.030641,0,1
0.000085,0.000169,72,0.002031,0.019043,1
0,0,483,0.321571,0,1
0,0,186,0.037267,0,1
0,0.004386,162,0.710526,0.104803,1
0,0.000337,30,0.00101,0,1
0,0,210,0.38817,0.02583,1
0,0,87,0.082231,0.017941,1
0,0.000332,360,0.059692,0,1
0.000975,0.000162,219,0.035575,0,1
0,0,75,0.347222,0.009217,1
0.000059,0,261,0.015434,0.000237,1
0,0,798,0.953405,0.076372,1
0,0.000126,57,0.007199,0.014269,1
0,0.001314,690,0.906702,0,1
0.00004,0.00016,195,0.007802,0.00084,1
0.000361,0.001444,21,0.002526,0.029111,1
0.000413,0.000413,291,0.020017,0.020497,1
0.000192,0.000345,84,0.003222,0,1
0,0,120,0.063025,0,1
0.0004,0.0002,114,0.022818,0,1
0.000179,0.000179,2025,0.362254,0,1
0,0,303,0.042869,0,1
0,0.000627,126,0.079046,0.037618,1
0,0.000962,159,0.076442,0.033638,1
0,0.00023,96,0.011042,0,1
0,0,135,0.191218,0.022631,1
0,0,594,0.996644,0,1
0,0.000474,87,0.041271,0,1
0,0,681,0.063402,0,1
0,0.000745,75,0.055887,0.028295,1
0,0.000302,735,0.221987,0.018116,1
0,0,372,0.237094,0,1
0,0.000171,195,0.016625,0.024467,1
0,0,39,0.147727,0,1
0.000554,0.000369,399,0.073643,0.029526,1
0.000099,0.000186,54,0.000669,0.020021,1
0,0.000137,57,0.007812,0.01946,1
0,0,78,0.030989,0.015091,1
0.000201,0.000258,744,0.021333,0.02096,1
0.001339,0.000521,297,0.022092,0.032577,1
0,0,162,0.476471,0,1
0.000654,0,87,0.056863,0,1
0,0,519,0.18818,0,1
0,0.000153,120,0.009156,0,1
0.000421,0.000315,63,0.006625,0,1
0.001537,0.000854,54,0.009223,0,1
0,0,126,0.164706,0.023499,1
0,0,159,0.080752,0,1
0,0,123,0.066957,0.025571,1
0,0,168,0.23662,0.042194,1
0,0,66,0.090411,0.075239,1
0.000153,0.000306,159,0.02429,0,1
0,0,99,0.15,0,1
0.000145,0.00029,582,0.028119,0.025943,1
0,0,288,0.780488,0,1
0,0,303,0.626033,0,1
0.000453,0,375,0.169991,0.028999,1
0.000562,0.000187,276,0.025867,0.02877,1
0,0.0001,51,0.002541,0,1
0.000215,0.001145,99,0.007085,0.025047,1
0,0,51,0.141667,0.110803,1
0.000603,0,108,0.065139,0,1
0,0,297,0.883929,0.050445,1
0.000434,0.000217,342,0.037105,0.031786,1
0,0.000512,87,0.003183,0.024367,1
0,0,336,0.155196,0.033703,1
0,0.000966,303,0.041793,0,1
0.000189,0,90,0.016978,0,1
0.000257,0.000128,96,0.012331,0.017853,1
0,0.00018,162,0.029173,0,1
0.000514,0.000655,249,0.011641,0.000187,1
0,0,801,0.053708,0.024338,1
0,0,486,0.07962,0.028665,1
0.000294,0,378,0.055629,0,1
0.000188,0.000251,237,0.014886,0.02418,1
0,0.000214,294,0.063009,0.035783,1
0.000424,0.000199,366,0.009124,0,1
0.000109,0.000872,180,0.019623,0.024635,1
0,0.000186,102,0.00951,0.024611,1
0.000373,0.000373,207,0.025708,0.02943,1
0.000537,0.00023,132,0.010134,0,1
0.00055,0.00055,93,0.025556,0.026099,1
0,0,69,0.032019,0.042208,1
0,0,171,0.612903,0,1
0,0,66,0.069989,0,1
0,0.000163,384,0.062684,0.019259,1
0.00027,0.00018,96,0.00865,0,1
0,0,609,0.24234,0.027049,1
0.000346,0.000289,339,0.019565,0.024238,1
0,0,1410,0.738994,0.047669,1
0.000141,0.000329,261,0.004087,0.019904,1
0.000103,0.000103,111,0.011407,0.019934,1
0.000115,0.000231,111,0.012806,0,1
0,0.000323,87,0.004688,0,1
0.000099,0.000236,120,0.002364,0.002857,1
0,0,498,0.325703,0,1
0,0.000229,72,0.016491,0.024731,1
0,0,429,0.110539,0.019062,1
0,0,141,0.073399,0.021332,1
0,0,84,0.028787,0.023296,1
0,0,210,0.235162,0,1
0,0,153,0.425,0.038781,1
0,0,135,0.579399,0,1
0,0.000634,126,0.011416,0.018119,1
0,0,471,0.313791,0.033289,1
