alu1,alu2,alu3,alu4,alu5,class
0,0.000582,243,0.141526,0,0
0,0.000229,30,0.00687,0,0
0.000561,0.000269,96,0.002156,0.000022,0
0.000156,0.000312,579,0.045129,0.019328,0
0,0.000498,291,0.028981,0.02131,0
0,0,54,0.120536,0,0
0,0.000272,54,0.01467,0.020098,0
0,0,90,0.07371,0.013912,0
0,0.000247,198,0.024435,0,0
0,0,198,0.07592,0.021847,0
0.001992,0,213,0.141434,0.021234,0
0.000342,0,288,0.098361,0.000341,0
0,0,303,0.337416,0.007786,0
0.000116,0.000347,261,0.030163,0.021724,0
0,0,303,0.471229,0,0
0.000917,0.000279,171,0.006817,0.023241,0
0,0.00468,48,0.074883,0,0
0,0,114,0.061093,0.001071,0
0.000214,0.000641,90,0.019218,0.030102,0
0,0,84,0.194444,0,0
0.0001,0.000466,423,0.014092,0.019388,0
0.000316,0.000211,24,0.00253,0.033312,0
0,0,453,0.374071,0,0
0,0.000561,24,0.013453,0.020728,0
0.000133,0.000133,177,0.023478,0.020822,0
0,0.001219,60,0.014627,0,0
0,0.000334,606,0.20254,0.02439,0
0,0.001149,201,0.231034,0,0
0.001019,0.000583,306,0.022282,0,0
0,0,294,0.125856,0.016688,0
0,0.000174,57,0.004971,0.015959,0
0.000179,0.000417,150,0.00894,0.000477,0
0,0.001244,264,0.328358,0,0
0,0,384,0.323232,0.014298,0
0,0,81,0.114407,0,0
0.000329,0.000292,102,0.003725,0,0
0,0,144,0.105882,0.026451,0
0.00017,0.000136,42,0.000715,0.021925,0
0,0,225,0.116159,0.022188,0
0.000261,0.000417,219,0.011429,0.002035,0
0.001058,0,189,0.2,0.023256,0
0,0,198,0.093176,0.013641,0
0,0.001458,255,0.123907,0.02137,0
0.001111,0,237,0.263333,0,0
0.000527,0,291,0.076619,0.017373,0
0,0,123,0.366071,0,0
0.000153,0,159,0.024271,0.018468,0
0.000367,0.000294,90,0.001322,0.017954,0
0,0,66,0.033249,0,0
0.000232,0.000232,297,0.068974,0.02554,0
0.000394,0.000197,102,0.020071,0.021641,0
0.000502,0.000502,249,0.03127,0,0
0.000161,0.000121,24,0.000966,0.020857,0
0.000148,0.000296,102,0.003773,0.020013,0
0.000259,0.000519,102,0.013224,0,0
0,0.000232,972,0.225209,0,0
0.000547,0.000438,96,0.002625,0.033006,0
0.000097,0.000338,75,0.001207,0.023411,0
0.00039,0.000284,156,0.005533,0.021353,0
0,0,267,0.236283,0.015915,0
0,0,39,0.035584,0.019143,0
0,0.000456,81,0.018459,0,0
0,0,99,0.111236,0.022447,0
0,0,210,0.267857,0.021656,0
0.000291,0,426,0.123765,0,0
0.000448,0,105,0.047001,0,0
0,0.001639,222,0.363934,0.011457,0
0,0.002621,528,0.692005,0.015707,0
0.000279,0.000329,33,0.000836,0.023558,0
0,0,225,0.283733,0.018892,0
0.000294,0,330,0.097059,0,0
0,0,204,0.113523,0.012792,0
0,0.000649,90,0.058404,0,0
0.000174,0.000261,57,0.000991,0.017993,0
0.000124,0,27,0.003351,0.023948,0
0.000187,0.000187,537,0.050309,0,0
0.00098,0.000109,216,0.023519,0.017093,0
0,0,339,0.8475,0,0
0.000283,0.000396,120,0.006789,0.000113,0
0,0,366,0.204584,0,0
0,0,114,0.044935,0.016548,0
0.000228,0.000836,279,0.010604,0.036332,0
0,0.00029,96,0.013933,0,0
0.000449,0.00027,102,0.004584,0.031096,0
0,0.000799,132,0.105516,0.011981,0
0,0,273,0.561728,0.016427,0
0,0.000703,63,0.044304,0.034434,0
0,0,102,0.08402,0,0
0.000119,0.000199,30,0.000596,0.021144,0
0,0,132,0.14966,0.020385,0
0.000037,0.000222,78,0.002882,0,0
0.000147,0.000293,336,0.024639,0.019211,0
0.000094,0.000402,105,0.001407,0.000054,0
0.000514,0.002058,198,0.101852,0.016967,0
0,0,303,0.304523,0.022088,0
0,0,105,0.094765,0.039675,0
0,0,870,0.328922,0,0
0,0.000216,192,0.020752,0,0
0.00044,0.000587,162,0.023754,0,0
0.000166,0.000404,216,0.00513,0.000047,0
0,0,327,0.058845,0,0
0.000091,0.000365,63,0.002878,0.000091,0
0.000399,0.000289,135,0.001498,0.02308,0
0,0.002217,114,0.126386,0.027685,0
0.000255,0.000255,27,0.001719,0.025076,0
0.000378,0.000189,90,0.016991,0.03171,0
0.00015,0.000449,90,0.013465,0,0
0,0.001931,483,0.932432,0,0
0,0,144,0.023181,0,0
0.000096,0.000167,264,0.006309,0.003131,0
0,0.001484,381,0.282641,0.027428,0
0,0,216,0.513064,0,0
0,0.000216,78,0.016821,0,0
0,0,57,0.014268,0,0
0,0,141,0.07524,0,0
0.000081,0.000081,351,0.028476,0,0
0,0,33,0.013147,0,0
0.000572,0.000972,432,0.024698,0.000057,0
0.000937,0.000536,120,0.016066,0,0
0,0,63,0.064615,0.042008,0
0,0.000713,255,0.090909,0.013899,0
0.000051,0.000556,180,0.00455,0.000986,0
0,0,30,0.008141,0.017634,0
0.000283,0.000484,231,0.009323,0.000081,0
0.000771,0.000343,237,0.020308,0.01568,0
0.001199,0.00015,264,0.039556,0,0
0.00087,0,270,0.234987,0.021739,0
0,0,375,0.329525,0.021949,0
0.000209,0.000365,150,0.003914,0.000078,0
0.000743,0,111,0.082528,0.020059,0
0.000045,0.000225,210,0.009455,0.019,0
0,0,186,0.475703,0.05102,0
0.000353,0,177,0.062566,0.014488,0
0,0.000666,51,0.033977,0.035952,0
0.000255,0,30,0.007639,0.012475,0
0,0.000439,147,0.03223,0,0
0.000547,0.000547,405,0.221432,0.019126,0
0,0,159,0.138865,0.017452,0
0,0.000165,180,0.02962,0.022047,0
0.000154,0.000461,33,0.000844,0.023411,0
0,0,237,0.290086,0,0
0.000467,0.000234,120,0.028031,0,0
0,0.000792,297,0.235154,0,0
0.000169,0.000225,243,0.003421,0.000056,0
0.000106,0.000319,57,0.006061,0.026901,0
0,0,348,0.520958,0.044843,0
0,0,306,0.134624,0,0
0.000069,0.000347,57,0.00044,0.000671,0
0,0,1344,0.337858,0,0
0,0,180,0.037461,0,0
0,0,174,0.168116,0.081081,0
0,0,288,0.24721,0,0
0,0,96,0.063366,0,0
0,0,21,0.006856,0.018603,0
0,0.000587,627,0.183871,0.054236,0
0,0,96,0.194332,0.022222,0
0,0,312,0.087005,0,0
0.000338,0,75,0.025321,0,0
0,0,105,0.02665,0,0
0,0,255,0.888502,0,0
0,0.000309,468,0.072412,0.020575,0
0.00007,0.000122,93,0.001621,0.019507,0
0.001047,0.001047,114,0.059686,0,0
0,0,12,0.004368,0,0
0.000944,0.000389,396,0.021983,0.020094,0
0.000464,0,627,0.291222,0,0
0,0.001267,213,0.269962,0.034177,0
0,0,264,0.248822,0,0
0,0,210,0.040864,0,0
0.000089,0.000885,90,0.007967,0.025049,0
0,0.000867,267,0.231369,0.012987,0
0.000742,0.000351,150,0.005855,0.000078,0
0.000777,0.000389,918,0.356643,0.020194,0
0.000041,0.000244,333,0.013567,0,0
0,0.000184,138,0.025358,0.000184,0
0,0,57,0.072427,0,0
0.000463,0.000154,105,0.016209,0,0
0,0,90,0.057655,0.029449,0
0,0,33,0.058615,0.02305,0
0,0,450,0.230888,0.01641,0
0.000091,0.000274,480,0.04382,0.001278,0
0,0,48,0.100629,0,0
0,0,123,0.032617,0,0
0,0.000671,123,0.027523,0.002013,0
0.000231,0.000386,321,0.024757,0.02437,0
0,0,174,0.5,0.074499,0
0.000423,0,126,0.053322,0.028765,0
0.000441,0,351,0.154762,0,0
0,0,123,0.047935,0,0
0,0.000643,30,0.01928,0.015414,0
0,0.0015,207,0.155289,0,0
0,0,294,0.2,0,0
0,0.000557,87,0.048441,0.033945,0
0.000633,0,54,0.034177,0,0
0,0,222,0.15374,0.014533,0
0,0.00007,174,0.012205,0.020971,0
0.000449,0.000897,162,0.072678,0,0
0,0,348,0.322222,0.023127,0
0.000876,0.000438,63,0.027583,0.049453,0
0,0,150,0.126156,0.026891,0
0.000639,0,96,0.061342,0.02235,0
0.000116,0.000184,96,0.000653,0.017952,0
0.00098,0.000784,339,0.022153,0.000131,0
0,0.000554,123,0.068106,0.018816,0
0.000532,0.000133,141,0.01877,0.021163,0
0,0,594,0.280586,0.016053,0
0.000436,0,153,0.066754,0.016572,0
0.000159,0.000637,78,0.012422,0,0
0.000056,0.00028,180,0.010067,0.021755,0
0.000029,0.000158,78,0.00056,0.015531,0
0,0,411,0.16162,0,0
0,0,33,0.057491,0.022609,0
0.00024,0.00024,177,0.042456,0,0
0.000196,0.000392,117,0.022905,0.021335,0
0,0,303,0.478673,0,0
0,0,42,0.063444,0.033183,0
0.000343,0.000686,138,0.047325,0,0
0.00091,0.001275,672,0.040787,0.023305,0
0,0,210,0.178723,0.014456,0
0.000036,0.000036,159,0.0058,0.002991,0
0,0,225,0.353774,0,0
0,0,567,0.32946,0,0
0,0,312,0.42623,0,0
0,0,444,0.555695,0.0175,0
0,0,234,0.118963,0.02439,0
0.000024,0.000142,372,0.008795,0.000118,0
0,0,279,0.131666,0.013679,0
0,0.000475,246,0.116865,0,0
0.002528,0,69,0.087231,0.015152,0
0.000846,0,54,0.022843,0.027484,0
0,0.0016,102,0.1632,0.022364,0
0,0.000427,282,0.024063,0,0
0.000594,0.000594,225,0.13361,0,0
0,0.000247,270,0.033333,0.019998,0
0,0,123,0.075832,0.030191,0
0.000368,0.000452,402,0.006731,0.032599,0
0.000643,0.000214,84,0.01801,0,0
0,0,432,0.890722,0.014403,0
0.000099,0.000691,219,0.021621,0,0
0.000442,0.000516,54,0.00199,0,0
0.00031,0,303,0.093953,0,0
0.000101,0.000101,639,0.016056,0.041584,0
0.000493,0,132,0.032568,0.01332,0
0,0,81,0.093211,0,0
0.000423,0,135,0.057058,0.016054,0
0,0.001462,426,0.622807,0.030657,0
0,0,87,0.282468,0.009709,0
0,0,330,0.388235,0,0
0,0,75,0.095663,0.02293,0
0,0.000333,195,0.064849,0.019947,0
0,0,57,0.015261,0.021146,0
0.000096,0.000048,75,0.003593,0,0
0,0,423,0.505376,0.019093,0
0,0,51,0.02459,0,0
0.001053,0.000421,90,0.006315,0,0
0,0,282,0.142496,0.016162,0
0,0,66,0.024544,0.026394,0
0,0.000255,141,0.035942,0,0
0,0.001703,60,0.025543,0.03617,0
0.000277,0.000092,78,0.007192,0,0
0,0.00015,198,0.009901,0.0003,0
0.000104,0.001294,129,0.006679,0.01952,0
0,0.002432,60,0.018237,0.026132,0
0.00015,0.0001,147,0.007369,0,0
0,0,390,0.211382,0.035211,0
0,0,24,0.044362,0.005535,0
0,0,300,0.27959,0,0
0.00031,0.000418,336,0.005205,0.023841,0
0,0,540,0.392727,0,0
0.001084,0,132,0.035772,0,0
0.000081,0.000726,1509,0.040593,0,0
0,0,150,0.191816,0.016603,0
0.000096,0.000264,279,0.006697,0.00036,0
0.000157,0.000275,132,0.002595,0.023299,0
0.000673,0.000374,771,0.057662,0.040458,0
0,0,126,0.014463,0,0
0,0.000097,33,0.003193,0,0
0.000127,0.000169,138,0.005842,0.000127,0
0,0,207,0.022064,0.027283,0
0.000141,0.000283,66,0.009337,0.022772,0
0.000639,0.000799,108,0.01725,0,0
0.005642,0.002821,24,0.03385,0.023944,0
0,0.000724,231,0.167149,0.02603,0
0.000188,0.000564,84,0.015798,0.022941,0
0.000735,0.000367,330,0.040416,0.01592,0
0,0.000864,588,0.508211,0.012953,0
0,0.000373,48,0.017924,0.022023,0
0.000066,0.000066,447,0.029616,0.027627,0
0.003484,0.001161,21,0.02439,0.024362,0
0,0.001074,75,0.080559,0,0
0,0,384,0.151539,0.004734,0
0.000313,0.000625,39,0.006094,0.000156,0
0.000341,0.000171,720,0.061428,0,0
0,0,66,0.109272,0.028099,0
0.00016,0.00016,30,0.004796,0.023338,0
0.000071,0.000567,198,0.007011,0.023439,0
0,0,147,0.295775,0,0
0,0,1077,0.438697,0,0
0,0,111,0.042627,0,0
0.00025,0.00025,60,0.005007,0,0
0,0.002217,153,0.339246,0.019912,0
0,0.000411,78,0.004574,0,0
0,0,447,0.264341,0,0
0,0.000186,108,0.005014,0,0
0,0,276,0.157895,0.016581,0
0.001326,0,39,0.017241,0.030049,0
0,0.000619,597,0.184658,0,0
0.001014,0.000353,243,0.010711,0.017763,0
0,0,327,0.040445,0.024858,0
0.000022,0.000219,87,0.001909,0.020736,0
0,0,402,0.55911,0,0
0.000193,0.000193,846,0.163037,0,0
0.00013,0.000521,153,0.009956,0.00013,0
0.000433,0,120,0.051903,0,0
0,0,726,0.825939,0,0
0,0,279,0.116785,0,0
0.000371,0.000371,54,0.010026,0.015593,0
0,0,810,0.653753,0,0
0.000137,0.00032,156,0.007129,0.018735,0
0.000613,0.00045,165,0.006746,0,0
0,0.000178,159,0.028352,0.023177,0
0,0,72,0.019906,0.020177,0
0,0,312,0.610568,0.025391,0
0.000575,0.000575,117,0.004481,0.020452,0
0.000103,0.000052,54,0.002782,0,0
0.000095,0.000189,261,0.024709,0.017039,0
0.000049,0.000049,120,0.005832,0,0
0,0,135,0.181208,0,0
0.00033,0.00011,174,0.019123,0.001868,0
0.001005,0.00067,138,0.046231,0.03215,0
0.000124,0.000372,72,0.008933,0,0
0,0.000434,75,0.008144,0,0
0.000066,0.000222,303,0.001818,0.000132,0
0.000321,0.000962,273,0.0875,0.017943,0
0,0.000404,129,0.0521,0,0
0.000198,0.00089,96,0.009493,0.026696,0
0,0,423,0.927632,0.015317,0
0,0,198,0.168224,0,0
0.000177,0.000177,102,0.018085,0.022336,0
0.000137,0.000205,450,0.030719,0.020956,0
0.000473,0.000473,348,0.041183,0.017513,0
0.001441,0,39,0.056196,0.031655,0
0.000809,0,201,0.162621,0.024252,0
0,0,204,0.203187,0.027861,0
0.000356,0.000356,204,0.036344,0,0
0,0,105,0.030095,0,0
0,0,198,0.172926,0.024433,0
0,0,147,0.703349,0,0
0,0,141,0.130677,0.059259,0
0,0,348,0.923077,0,0
0.000438,0.000875,120,0.052516,0,0
0.000081,0.00004,396,0.016018,0.001133,0
0.000085,0.00017,69,0.005855,0,0
0.000098,0.000442,63,0.003093,0.017332,0
0.000142,0.000142,480,0.068201,0.024577,0
0.000051,0.000203,102,0.00518,0.017571,0
0.000591,0.000295,120,0.017723,0,0
0.000306,0.000306,687,0.210478,0,0
0.000821,0.001725,330,0.027107,0,0
0.002941,0,15,0.014706,0,0
0,0,75,0.145631,0.011628,0
0,0,315,0.653527,0.014493,0
0.000121,0.000363,60,0.001209,0.000161,0
0.002033,0,342,0.695122,0.022312,0
0,0,297,0.311975,0,0
0.000065,0.000257,252,0.000965,0.020974,0
0.000094,0.000189,84,0.007935,0.01908,0
0,0,33,0.052548,0.019078,0
0.00052,0.00026,201,0.026148,0.019121,0
0.00022,0.000441,63,0.01388,0.013656,0
0,0,99,0.125475,0,0
0.000462,0.000462,312,0.144244,0,0
0,0.000125,135,0.016905,0,0
0,0,159,0.019654,0,0
0,0,336,0.185635,0,0
0,0,78,0.128501,0.013158,0
0,0.00084,426,0.178992,0.029819,0
0,0.000999,429,0.053592,0,0
0,0,228,0.106244,0,0
0,0,153,0.024159,0.022261,0
0.000202,0,192,0.038866,0,0
0,0,417,0.247625,0,0
0,0,180,0.138143,0,0
0.000091,0.000384,288,0.005269,0.000348,0
0.000078,0.000155,66,0.005125,0,0
0,0,48,0.06053,0,0
0,0,105,0.057851,0,0
0.000213,0.000638,444,0.094448,0,0
0,0,582,0.264786,0,0
0.000394,0.000295,321,0.031598,0,0
0.000251,0.000126,51,0.003204,0.020541,0
0.000488,0.000244,69,0.008419,0,0
0.00048,0.001379,129,0.007736,0,0
0.000638,0,66,0.021053,0.024872,0
0.000861,0,48,0.041344,0,0
0.001395,0.000349,261,0.091036,0.029637,0
0,0,57,0.14578,0.033163,0
0.000473,0,111,0.052532,0.020814,0
0.00042,0.00028,123,0.017227,0.017084,0
0.00043,0,108,0.046432,0.025784,0
0.00035,0,48,0.016813,0.023109,0
0,0,24,0.040541,0,0
0,0,183,0.54142,0,0
0.000386,0.000289,192,0.009253,0.022504,0
0.000439,0,264,0.058009,0.016257,0
0,0,153,0.2448,0.028754,0
0,0,315,0.044573,0,0
0.000175,0.000349,330,0.057642,0,0
0.000081,0.000295,96,0.000859,0.020893,0
0,0,303,0.062014,0,0
0.000156,0.000156,57,0.008869,0.016646,0
0,0.002299,162,0.062069,0.03447,0
0.000297,0.000297,270,0.040137,0.021106,0
0.000279,0.000558,195,0.027197,0,0
0.000264,0.000264,909,0.239589,0,0
0.000135,0.000315,216,0.009724,0.020257,0
0.000467,0,354,0.165343,0.018207,0
0.000911,0,285,0.064891,0,0
0.000197,0.000328,114,0.007484,0.021007,0
0,0,285,0.392562,0,0
0,0,1047,0.358562,0.022253,0
0.003082,0.003082,33,0.050847,0,0
0.000629,0,204,0.128221,0.024497,0
0,0,168,0.161538,0,0
0.001012,0,216,0.05467,0,0
0.000174,0.000174,57,0.003305,0.02186,0
0,0,66,0.059299,0.017953,0
0.000188,0.000375,195,0.036606,0,0
0,0.000481,516,0.247958,0,0
0,0,291,0.366961,0.021411,0
0.000389,0.003114,54,0.02102,0.028794,0
0,0,168,0.254545,0,0
0,0.001537,195,0.024974,0.000384,0
0.00031,0.000197,177,0.004988,0,0
0,0,60,0.019243,0.01539,0
0.000237,0,30,0.003558,0.020398,0
0,0.001832,156,0.285714,0.02925,0
0,0,339,0.676647,0,0
0.000198,0,72,0.002848,0.021712,0
0.000079,0.000202,192,0.000504,0.022346,0
0.000652,0.001141,15,0.000815,0.000054,0
0.000712,0,198,0.140925,0,0
0.001221,0,81,0.098901,0.012195,0
0,0.000085,60,0.002535,0.016393,0
0,0.001521,54,0.041065,0.047872,0
0,0,210,0.142954,0,0
0.000747,0.000374,306,0.057175,0,0
0.000041,0.001076,120,0.001634,0.000109,0
0.000134,0.00016,102,0.002725,0.026366,0
0,0,234,0.219306,0.014045,0
0.000589,0,18,0.005302,0.015018,0
0,0.000202,414,0.083569,0.017154,0
0,0.001976,369,0.729249,0,0
0.000222,0.001185,255,0.018879,0.033462,0
0,0,213,0.295423,0,0
0.000171,0.000257,99,0.00848,0.02818,0
0,0.00059,87,0.051358,0.015339,0
0,0.000102,33,0.003366,0,0
0,0,51,0.034228,0.013414,0
0,0.001437,660,0.474138,0.02369,0
0,0,147,0.318872,0.021645,0
0,0.000342,96,0.032821,0.02324,0
0,0,309,0.167208,0.030827,0
0,0,201,0.330592,0,0
0.00013,0.00013,51,0.006629,0,0
0.000112,0.000112,90,0.010085,0.017815,0
0,0,111,0.041526,0.002618,0
0,0,72,0.1198,0,0
0.000134,0.000134,48,0.00645,0.031976,0
0,0,201,0.226351,0.04387,0
0,0,81,0.085805,0.02963,0
0.000188,0.000047,222,0.010422,0.000047,0
0,0.001443,342,0.164502,0.027404,0
0,0,396,0.675768,0,0
0.000237,0.00004,39,0.001542,0.0151,0
0,0.000617,201,0.012401,0.02147,0
0.000073,0.000145,90,0.006537,0.000073,0
0.000472,0.000519,81,0.003824,0,0
0.000141,0.000141,60,0.008435,0.023897,0
0.000885,0.000443,69,0.010181,0.020508,0
0.000221,0.000463,84,0.001853,0.023664,0
0.001032,0,96,0.024768,0.025535,0
0.000744,0,54,0.040179,0.014126,0
0.000425,0,21,0.008921,0.026327,0
0.000149,0.000075,156,0.011623,0.021828,0
0,0.001021,306,0.312564,0.019388,0
0.000817,0.000408,9,0.003675,0.017551,0
0,0,348,0.222934,0,0
0,0,213,0.139216,0.022208,0
0,0,138,0.160652,0,0
0.00034,0,300,0.102076,0.021769,0
0,0,306,0.092252,0.024714,0
0,0,711,0.456647,0,0
0,0,447,0.331111,0,0
0,0,141,0.016792,0.027626,0
0,0.000943,375,0.353774,0.01885,0
0.001258,0,138,0.173585,0.011307,0
0,0.000729,339,0.123587,0.03863,0
0.000384,0.000769,75,0.028824,0,0
0,0,579,0.515583,0,0
0.000862,0,78,0.033621,0,0
0.00034,0.000243,111,0.00539,0,0
0.000224,0.000274,168,0.004183,0.016506,0
0,0,216,0.3375,0,0
0,0,246,0.067342,0.016147,0
0.004237,0,270,0.572034,0.019027,0
0.000112,0.000112,69,0.007713,0.003912,0
0.000675,0.000225,165,0.018566,0.017552,0
0.000341,0.000171,270,0.023024,0.016883,0
0,0,84,0.09292,0,0
0,0.00059,336,0.028314,0.024857,0
0,0,294,0.417614,0,0
0,0,465,0.374396,0,0
0,0,534,0.175254,0.019685,0
0.000336,0.000606,126,0.008479,0,0
0.00038,0.000342,240,0.004565,0.000095,0
0,0,81,0.129393,0,0
0,0,270,0.301003,0.020045,0
0,0,429,0.181319,0,0
0,0,60,0.066445,0,0
0,0,507,0.376113,0.025945,0
0.000267,0.000134,87,0.011617,0,0
0.000141,0.000176,102,0.001795,0.000088,0
0,0.000095,81,0.003854,0.019651,0
0.000109,0.000218,69,0.007522,0.030085,0
0.000502,0.000502,12,0.000274,0,0
0.000474,0,63,0.029886,0.003793,0
0.000868,0,183,0.158854,0.020815,0
0.000633,0.000844,156,0.016463,0.020787,0
0,0,138,0.267961,0,0
0.000263,0,366,0.096417,0.043455,0
0.00032,0.000288,849,0.027129,0.000064,0
0.000211,0.000295,381,0.016047,0.017436,0
0.00016,0,57,0.009143,0.019246,0
0.000379,0,147,0.055766,0,0
0.00043,0.000215,18,0.003873,0.018718,0
0.000377,0.000377,51,0.019202,0,0
0.000113,0.000621,129,0.007279,0,0
0,0,372,0.562784,0.019637,0
0.000938,0,150,0.046904,0.02532,0
0,0.000164,75,0.006138,0,0
0.000187,0.000374,372,0.069611,0.020206,0
0.000709,0.000405,93,0.003141,0.019624,0
0.000792,0.001321,75,0.01981,0,0
0.000131,0.000197,249,0.016316,0.000459,0
0,0,42,0.057377,0.035471,0
0,0.000296,264,0.078037,0.028664,0
0.000429,0.00025,252,0.00901,0.019377,0
0.000338,0.000338,285,0.01375,0.040863,0
0,0,87,0.023482,0,0
0.000121,0.000724,402,0.048516,0.002172,0
0.000107,0.000234,255,0.00249,0.003008,0
0,0.000195,42,0.00819,0.020667,0
0,0,132,0.054545,0.023131,0
0.000465,0.000465,15,0.006977,0,0
0.000627,0,6,0.003764,0.01442,0
0,0,378,0.429545,0,0
0.000285,0,270,0.019271,0,0
0,0.001733,306,0.530329,0.020761,0
0.00174,0.000348,129,0.044885,0.022261,0
0.000135,0,198,0.013409,0,0
0,0,30,0.046012,0.013783,0
0.000168,0.000336,165,0.02775,0.029427,0
0.000403,0,123,0.049537,0,0
0.00054,0.000604,156,0.004958,0.0225,0
0.000109,0.000371,117,0.000639,0.00012,0
0.000747,0,162,0.060538,0.016063,0
0,0.000467,222,0.051857,0.001168,0
0,0,462,0.13878,0.018018,0
0.00014,0.000234,57,0.002665,0.02338,0
0,0,348,0.408451,0,0
0.00007,0.000279,240,0.016729,0,0
0,0,372,0.560241,0.021053,0
0,0,57,0.193878,0.054237,0
0.000589,0,228,0.134355,0.011779,0
0,0,267,0.070954,0,0
0,0,159,0.028469,0.027748,0
0,0,192,0.305246,0.015873,0
0.000449,0.000449,546,0.061328,0,0
0,0.000817,939,0.383735,0.012255,0
0,0,162,0.070404,0.009991,0
0.00088,0,171,0.150528,0.01759,0
0,0.000223,693,0.15424,0.012684,0
0.000274,0.000137,99,0.004527,0,0
0,0.000042,18,0.000755,0.031476,0
0,0,159,0.119549,0,0
0,0,63,0.125,0.011881,0
0,0.000967,906,0.876209,0.054106,0
0.000126,0.000277,102,0.001285,0,0
0.000271,0.000271,234,0.031763,0,0
0.00016,0,171,0.027369,0.018083,0
0.000521,0.00026,48,0.00625,0.024997,0
0,0,87,0.174349,0.01,0
0,0,327,0.134901,0.000412,0
0.000649,0.000325,138,0.044791,0,0
0,0.000393,75,0.029458,0.024735,0
0,0,69,0.089032,0,0
0,0,30,0.016411,0,0
0.001231,0.001437,18,0.001231,0,0
0.000411,0.000137,57,0.003905,0.000137,0
0.000128,0.000642,345,0.04427,0.024634,0
0,0,96,0.067989,0,0
0,0.001764,48,0.021164,0.029088,0
0,0,567,0.885938,0,0
0.000268,0.000671,69,0.009263,0.020134,0
0.000297,0.000148,81,0.012011,0.02298,0
0,0.000091,42,0.001905,0.020046,0
0,0,111,0.163717,0.007364,0
0.000152,0.000405,189,0.009572,0.019801,0
0.000111,0.000664,84,0.009299,0.027009,0
0.000231,0.000116,159,0.018377,0,0
0,0,141,0.164144,0.011628,0
0,0.00076,351,0.266717,0,0
0,0,84,0.043659,0.021299,0
0.000719,0,306,0.219986,0.000718,0
0,0,84,0.020533,0,0
0,0,351,0.26194,0.029083,0
0.000493,0.000224,30,0.000673,0.019886,0
0.000067,0.000402,78,0.002611,0.000335,0
0,0,180,0.117417,0,0
0,0,165,0.351064,0,0
0.000714,0,111,0.079286,0.010707,0
0,0,63,0.015582,0.023244,0
0,0,78,0.025574,0.015405,0
0,0,216,0.28125,0,0
0,0,258,0.200778,0.060653,0
0,0,390,0.101801,0.025574,0
0.001203,0,81,0.048736,0,0
0,0,135,0.078216,0.024899,0
0.000208,0.001249,339,0.070581,0.021857,0
0.000097,0.000064,405,0.013045,0,0
0.000536,0.000358,27,0.004828,0.017522,0
0.000461,0.000461,63,0.002906,0.018954,0
0,0.000327,276,0.090285,0.025834,0
0.000202,0,150,0.030272,0.013923,0
0,0,237,0.466535,0.021611,0
0,0.001359,195,0.053018,0.000544,0
0,0,165,0.359477,0,0
0,0.000618,279,0.086191,0,0
0.000487,0,24,0.01169,0.030672,0
0,0,198,0.151145,0.000763,0
0,0,87,0.033092,0.002281,0
0,0,51,0.051051,0.015,0
0,0,186,0.11802,0.018389,0
0,0.001174,45,0.052817,0.060961,0
0,0.000477,144,0.022879,0.002542,0
0,0,36,0.118033,0.013072,0
0,0,366,0.58748,0,0
0.000265,0,129,0.034218,0.000265,0
0,0.000396,180,0.035672,0.000396,0
0.000589,0.000118,318,0.037487,0.019331,0
0,0,42,0.021978,0,0
0,0,351,0.20289,0,0
0,0,300,0.166852,0.018899,0
0,0,135,0.163241,0,0
0.000449,0.00009,267,0.023987,0.028746,0
0,0,30,0.065934,0.010965,0
0,0,51,0.065301,0.02046,0
0.000101,0.000252,39,0.001964,0.021803,0
0.000269,0.000269,333,0.089588,0.02071,0
0.000059,0.000235,210,0.006159,0.030177,0
0,0.000164,636,0.05217,0,0
0,0.00064,357,0.228407,0,0
0,0,300,0.588235,0,0
0.000161,0.000214,45,0.000803,0.034499,0
0,0.000101,399,0.010096,0.001139,0
0.000094,0.000189,246,0.023232,0.022568,0
0.000153,0.00107,180,0.027502,0,0
0.000469,0.000782,159,0.024859,0,0
0,0.00029,27,0.007819,0.01824,0
0.000082,0.000329,318,0.008707,0.021137,0
0,0.00129,294,0.189677,0,0
0.001218,0,105,0.127893,0,0
0.000614,0.000307,225,0.023011,0.018611,0
0,0,372,0.148266,0,0
0,0,144,0.32287,0.008949,0
0.000322,0.000225,39,0.001256,0.020419,0
0,0,126,0.387692,0,0
0,0,522,0.703504,0,0
0,0,216,0.159882,0,0
0.000079,0.000159,90,0.007146,0.000079,0
0,0,417,0.316629,0,0
0,0,360,0.107335,0.02772,0
0,0,39,0.018714,0.023501,0
0,0,81,0.119645,0.014749,0
0.000458,0.000229,174,0.039808,0.017155,0
0.000109,0.000328,204,0.007443,0,0
0.000033,0.000264,159,0.00525,0.000462,0
0.000257,0.002312,48,0.01233,0,0
0,0,300,0.294118,0.021548,0
0.000135,0.000404,339,0.045657,0,0
0.000766,0.000255,216,0.055187,0.02069,0
0.000185,0.000371,228,0.002012,0.021401,0
0.00031,0.000283,300,0.001021,0.000123,0
0.000184,0,174,0.031956,0.018729,0
0.000144,0.000144,156,0.007495,0.020993,0
0.000081,0.000162,279,0.022615,0,0
0.000353,0.000118,408,0.047944,0,0
0.000358,0.000461,450,0.023038,0,0
0,0,81,0.043525,0.011278,0
